mol_id,smiles,logp
1508,CCCCC(C)I,3.9
1509,C(O)SO,-0.6
1510,CCC(CF)O,0.8
1511,C([OH2+])(O)(O)O,-2.3
1512,C(F)SCl,1.7
1513,CC(CO)NCl,-0.2
1514,CCCNP=O,0.6
1515,CCCOSCCC,2.3
1516,CC(NON)Cl,0.2
1517,C([C@@H](CI)N)O,-0.2
1518,CCNC(C)CCl,1.2
1519,C(N)OCOCN,-1.7
1520,C(CCl)CBr,1.9
1521,CCC(CF)Cl,2.1
1522,[3H]CCOCCOC,0.3
1523,CNN(C)SC,0.5
1524,C(O)OCOCO,-1.1
1525,[CH2+]C([O-])(F)F,1.8
1526,[2H]C([2H])(C)C([2H])([2H])OCCOC,0.8
1527,C[C@H](CO)COC,0.2
1528,CCC(C)CNO,1.0
1529,[CH]=CCCCI,3.2
1530,CCS(C)(C)C,1.3
1531,C[C@@H]([C@H](C)F)F,1.8
1532,C(O)SOO,-0.6
1533,CCN(CC)CC[CH],2.2
1534,CC(CNC[CH])O,-0.1
1535,CC[C@H](C)SSC,2.2
1536,CC(CCCO)O,0.0
1537,C[C@H](CN)Br,0.5
1538,CCNCC(C)F,0.9
1539,C[C@H](C[C@@H](C)N)N,-0.4
1540,C(OO)(F)F,0.5
1541,[2H]C([2H])([2H])OC([2H])([2H])C([2H])([2H])O,-0.8
1542,[2H]C([2H])([2H])/C=C/CBr,1.9
1543,CCCNCCI,1.9
1544,[2H]C([2H])([2H])C(C([2H])([2H])[2H])(C([2H])([2H])[2H])O[2H],0.5
1545,[2H]I([3H])PC,0.8
1546,C(CO)[NH2+][S-],-0.4
1547,[2H]C([2H])(C([2H])([2H])C([2H])([2H])C([2H])([2H])N)C([2H])([2H])C([2H])([2H])N,-0.2
1548,CCC(CN)CO,-0.2
1549,CN(N)I,-0.1
1550,C=CCCP,1.0
1551,C[13CH](C)[C+](C)C,3.4
1552,CC[C@@H](C)NCC,1.4
1553,C(C(CCl)S)Cl,1.8
1554,CCO[S+]=O,1.3
1555,C(N)N(CS)CS,0.2
1556,CC(C)[C](C)C,3.4
1557,CSSCCCO,0.6
1558,C(CC[NH3+])C[NH3+],-0.9
1559,CCCCSSO,1.7
1560,CC(C)CP(C)C,1.3
1561,CSSN=O,0.6
1562,[3H]CC(C[3H])(CC)CC,3.6
1563,C[NH+](C)PCl,0.9
1564,CCCOC(O)O,-0.1
1565,C(CON)C=O,-1.2
1566,CCCC(CC)Br,3.2
1567,[2H]C1(CCC(C(C1([2H])[2H])([2H])[2H])([2H])[2H])[2H],3.4
1568,CC[C@H](CS)N,0.5
1569,[2H]C(C)CCC([2H])C,3.9
1570,CCCCCNOC,1.6
1571,C(C(CCl)O)F,0.5
1572,CCCNBr,1.1
1573,[2H]C([2H])(CC)C([2H])([2H])CCCO,2.7
1574,C(CNO)C=S,-0.7
1575,CC[C+](C)Cl,2.3
1576,CC(CF)Br,1.8
1577,C(C(OO)Cl)Cl,0.9
1578,C=CCI,2.1
1579,C([C@@H](CS)O)N,-1.0
1580,C[PH2+]CCCl,0.5
1581,C(OCl)(OCl)OCl,2.4
1582,C1CS[13CH2]N1,0.3
1583,CCCOCCCN,0.4
1584,[14CH2]([14CH]([14CH2]O)O)O,-1.8
1585,C(CO)[C@H](O)Cl,0.0
1586,C[C+](C)Br,1.8
1587,COCC(Cl)I,1.5
1588,CC(C)CCSN,1.4
1589,CCSC=N,1.1
1590,C[CH]CC(CO)O,0.2
1591,C(C[37Cl])Cl,1.5
1592,CCOC(CO)O,-0.8
1593,CCC(NCC)O,0.5
1594,CCC(C)CCC[CH2+],4.3
1595,[2H]C(F)(Cl)Cl,2.0
1596,CC=COI,1.9
1597,C1C[CH+]C[N-]C1,0.8
1598,C(CSCO)N,-0.7
1599,CCCNCCBr,1.5
1600,CCCOOOCC,1.4
1601,[CH2-]OCC[O+]=C,0.9
1602,CN(N=O)I,0.9
1603,CCCCPCl,2.0
1604,CC(O)OCN,-0.9
1605,CCC(C[CH2])N,1.1
1606,CO[11CH2]O[11CH2]O,-0.6
1607,CC(C)(Br)I,2.4
1608,CCCNNO,0.0
1609,CCCCONCl,1.4
1610,COCOC=C,0.8
1611,C([OH+]CCl)Cl,1.5
1612,C(N)(N)(N)NN,-3.6
1613,C(=S)NI,0.6
1614,[2H]C([2H])Br,1.0
1615,C[C@H](C[C@@H](C)O)O,0.1
1616,CCC1SS1,1.7
1617,CC(O)I=O,0.0
1618,[2H]C1CCCC1C,3.4
1619,C([O])(F)(F)F,0.8
1620,C=COCCN,-0.1
1621,C[N-]CCCCN,-0.4
1622,CCC[C@@H](C)NN,0.7
1623,C(C(NN)O)N,-2.4
1624,CPCCPC,-0.4
1625,[CH2]CCCCBr,3.4
1626,CCCCN(C)C,1.7
1627,[2H]N(C)I,0.1
1628,[2H]C([2H])([2H])C(=O)C([2H])([2H])C([2H])([2H])[2H],0.3
1629,C(C(CI)O)N,-0.2
1630,C[CH-]C1CCC1,3.0
1631,[CH]CNCCO,-0.5
1632,CSCOCSC,1.6
1633,C(N(CP)CP)P,-0.4
1634,[CH2]CN1CCC1,0.8
1635,CCC(CC)[N-]C,1.7
1636,CNN(C)CN,-0.8
1637,CCSCSO,1.1
1638,C[C@@H](CCI)I,3.6
1639,C(CONCl)O,-0.6
1640,C[C@H](CO)CSC,1.0
1641,CC(C)NBr,1.1
1642,CC(C)OCO[O],0.3
1643,C(NO)Cl,0.0
1644,CCSP(C)O,0.3
1645,CC1CC[CH]C1,3.4
1646,CC[C@H](COC)O,0.4
1647,C1CSSC1,1.0
1648,CC/C=C/Br,2.2
1649,C(=S)(F)I,1.7
1650,C(CI)OC=O,1.2
1651,C[P+](S)(Cl)Cl,2.0
1652,CN(CCN)O,-1.2
1653,C(CSCCO)N,-0.9
1654,C(=C/Br)\Br,1.9
1655,C(/C=C\F)Cl,1.2
1656,CCC=COC,1.5
1657,[2H]C([2H])([2H])N1CCCC1,0.9
1658,C(CCP)CCI,2.4
1659,C[CH]CC(C)[NH3+],1.0
1660,C(C=O)SCl,0.8
1661,CCNCC(C)Cl,1.2
1662,CNN[I-]C,0.4
1663,CCP(F)P,0.7
1664,CO[C](SC)SC,1.6
1665,CCC(CC)CNC,1.8
1666,CC(C(O)F)O,-0.2
1667,C(CO)[C@H](N)O,-1.6
1668,CC(NC)NNN,-1.1
1669,CCCCNCCC,2.1
1670,CCOC(C)CCl,1.5
1671,C(C=[C]I)O,0.7
1672,C(C(Cl)Br)I,2.8
1673,C=[O+]CCC[O-],1.9
1674,[2H]C(C)C([2H])C([2H])C(=O)[2H],1.1
1675,C(CN)CN(N)N,-1.8
1676,[2H]C(C)(CC)CC,3.2
1677,CC(C([CH2+])O)N,-0.5
1678,CC[CH]C(C)O,1.2
1679,[2H]C(CC)COCCO,0.8
1680,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])CO,1.6
1681,C(CC(F)F)CBr,2.6
1682,COC1SS1,0.8
1683,CCSCCNN,0.1
1684,CCCSC(C)Cl,2.9
1685,[3H]I(C)C=C,2.4
1686,CN(C)CC=[CH-],0.9
1687,C(N)(N)NCl,-1.5
1688,C(OSS)I,1.7
1689,C(C=CCl)Cl,1.7
1690,CCCCC[CH]CC,3.9
1691,CCCCCNCC,2.0
1692,CCNCCOCC,0.4
1693,CC(CCOC)O,0.2
1694,CC(CCN)CN,-0.5
1695,CCCCNON,0.3
1696,[2H]C(=C([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H])[2H],2.4
1697,COP(N)O,-1.3
1698,CCOP(O)F,0.4
1699,CC(OC)Br,1.4
1700,C[C@@H](CCl)Cl,1.8
1701,CSCC[S-],1.2
1702,[2H]/C(=C/F)/[37Cl],1.2
1703,C=CCSO,0.6
1704,C(C(CCl)Br)S,1.9
1705,CCC(O)ON,-0.3
1706,C(CN(N)N)NN,-2.4
1707,[3H]C(COOCC)O,-0.2
1708,C(=S)SC=S,1.7
1709,CCCCC(F)S,2.8
1710,C1=C[PH+]=CC=[PH+]1,-2.1
1711,C(OCF)F,1.0
1712,[CH2-]CCON=C,2.7
1713,COCCO[CH],-0.2
1714,C(NN)(F)F,0.0
1715,C(OC(O)O)OO,-1.6
1716,C1CSCCP1,0.3
1717,C(N)SSCN,-0.8
1718,C(O)(O)(F)S,-0.3
1719,[2H]C([2H])(CC)CCI,3.6
1720,C(O)(O)(F)Cl,0.0
1721,CC(C)CCOI,2.6
1722,C(O[C@H](N)S)Cl,0.4
1723,CC[C@H](CSC)N,0.9
1724,[13CH3][13CH2][13CH2][13CH2][13CH2][13CH2]Br,3.8
1725,CCS[C]=C,1.7
1726,CC[C@H](C)I,2.8
1727,C1=CPNNN1,-0.5
1728,C1=C[14CH]=NC=C1,0.7
1729,C(CSO)CSO,0.1
1730,CC(CCl)ON,0.4
1731,C/C=C/CCBr,2.3
1732,CCNPCC,0.4
1733,CCOSOC,0.9
1734,[CH]N1C=NN=C1,-0.6
1735,CC(CF)CI,2.5
1736,C(O)SSSSCO,0.6
1737,C(C(O)(O)O)P,-2.1
1738,CCC(CSC)F,2.2
1739,CC[NH+](CC)[CH-]C,1.4
1740,C(COI)OI,1.6
1741,[2H]CC(=S)I,1.4
1742,CCC(C)CC[CH2-],3.7
1743,C(Cl)(Cl)Cl,2.3
1744,C([N+](=O)[O-])Br,0.9
1745,C(CBr)NC=O,0.3
1746,CSCC=O,0.4
1747,CC(CCCO)F,1.0
1748,CCC=CCS,1.8
1749,C(O)(S)S,0.4
1750,C(CCl)SC=O,1.3
1751,CCCN(N)NC,0.2
1752,COCCCOC[CH],0.7
1753,CP(C)CCPCl,0.4
1754,CC(C)CCO,1.2
1755,CSC(Cl)Cl,2.3
1756,[3H]P(C)P,-0.2
1757,CCNPN(C)C,0.3
1758,C[C@@H]([C@H](C)I)Cl,2.8
1759,C[C@@H](CCO)F,0.7
1760,C[C@@H](CNC)N,-0.7
1761,CC(C)NSNC,0.8
1762,C1=CN=CP=C1,0.0
1763,CCCPPN,0.0
1764,C[NH2+]CCC[NH2+]C,-0.3
1765,C[OH+]CCP,-0.2
1766,C([O-])I,1.4
1767,CCC[C@H](CBr)O,1.6
1768,C(CI)C(F)F,2.5
1769,C(CCl)SCCCl,2.1
1770,C(CCl)OC([O-])[O-],1.8
1771,C(CI)N=O,0.7
1772,C(NS)Br,1.1
1773,C[CH+]CCCN,1.5
1774,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])(C([2H])([2H])[2H])C([2H])([2H])[2H],3.2
1775,C(CCl)NSCl,1.6
1776,CP(C)CCS,0.2
1777,CC(C)CCOO,1.3
1778,CNC(CS)S,0.5
1779,CCNCC[O],-0.5
1780,C(CCCl)COI,2.2
1781,COOOI,1.0
1782,C(=C\I)\P,0.9
1783,C(CF)[C@@H](O)S,0.7
1784,CSPP=C,0.8
1785,C1CPPC1,-0.1
1786,C(CI)N,0.4
1787,[CH2-]CN([CH2])C[CH2+],1.0
1788,C1C(CS1)F,1.1
1789,CI(P)I,2.1
1790,[2H][C]([ClH+])Cl,1.5
1791,C(NN=O)I,0.8
1792,C(Cl)[37Cl],1.5
1793,CC(CO)Cl,0.6
1794,CC(CN)NC,-0.7
1795,CC(N)(Cl)Cl,0.9
1796,C(=S)(F)Br,2.0
1797,CCCC(C)CN,1.5
1798,CP(C)F,0.5
1799,CC(CSS)O,0.7
1800,CN(C)CC[NH],-0.7
1801,CC(OC)OBr,1.4
1802,CC(C)(C)NS,1.3
1803,CC(C)NCCO,-0.1
1804,C(COO)NO,-1.3
1805,CP(N)[S-],-0.3
1806,CN(C)CC[NH2+][CH2-],-0.2
1807,C(CCl)N=O,0.2
1808,COCCCP,0.1
1809,[2H]C1(CSCC(S1)([2H])[2H])[2H],1.3
1810,C(C(CCl)I)S,2.1
1811,C([C@@H](CBr)O)F,0.7
1812,[2H]C([2H])(C#C)Br,1.1
1813,CPOCI,0.7
1814,CC(C)(C[CH])C[CH],3.6
1815,C(CI)C(N)N,0.0
1816,C[C](C)C(F)Cl,2.7
1817,[2H][13C](Cl)(Cl)Cl,2.3
1818,CC(CSC)Br,2.1
1819,C1CO[CH+]CO1,-0.3
1820,CC=CI,2.0
1821,[2H]C([2H])(CCC)CI,3.6
1822,[C-](Br)(Br)Br,2.8
1823,C(CSSN)N,-0.8
1824,COC(OC)S,0.5
1825,CNCI,0.5
1826,C(CN(O)O)NO,-1.6
1827,CC[C-](CC)CC,3.7
1828,CC(C)[15NH]C(C)C,1.4
1829,CC(COC)F,0.9
1830,CCN(CO)CO,-0.5
1831,[CH-](NN[CH-]I)I,1.1
1832,CNN(C)NC,-0.2
1833,CCPCCP,0.0
1834,C(NN)OC=O,-0.9
1835,C(CBr)SF,1.8
1836,C(CO)N(I)I,0.3
1837,C[P+](=O)P,-0.9
1838,C=COCC[O-],1.3
1839,C(CP)CI,1.4
1840,CN(Cl)Br,1.1
1841,C([PH3+])Br,0.8
1842,C(C(CCl)CCl)O,1.0
1843,CC[C@@H](C)C(C)CC,4.0
1844,CCN(CC)PC,0.9
1845,[2H]/C(=C(/[2H])\CBr)/CC,2.3
1846,CN(I)I,1.0
1847,CC(N(O)O)O,-0.9
1848,CCONC=C,1.3
1849,[CH2]CCCBr,2.8
1850,[2H]C([2H])(CBr)O,0.2
1851,CC[13C+](C)CC,3.2
1852,C(=N/S)\[NH2+][S-],0.8
1853,CCC[C@H](O)I,1.6
1854,C[P+](C)(C)P,-0.2
1855,CCCSOO,0.9
1856,COCP(P)Br,0.7
1857,C[I-]COCI,2.2
1858,C[C@H](CON)O,-0.9
1859,CC(C)OSOS,1.8
1860,C[I-]NOI,1.5
1861,C(F)(F)(F)[S-],1.7
1862,CC[C+](C)C[CH+]C,3.7
1863,CCCSCOC,1.7
1864,CCP(CC)S,1.2
1865,C=PP(P)P,0.2
1866,CSSNCCS,1.0
1867,[C-]#C[I-]I,2.1
1868,C(C(S)Cl)F,1.6
1869,CC(C)CC[CH2+],3.2
1870,[13CH2]([13CH2]Br)[13CH2]Br,2.4
1871,CC(CCOC)N,-0.1
1872,[CH](Br)I,1.7
1873,CCCC(C)[NH3+],1.0
1874,C(C(O)O)OCF,-0.7
1875,CC(C)CPCO,0.7
1876,C(CPCCN)N,-2.0
1877,CC(CCCN)Br,1.2
1878,CCCSCN,0.9
1879,C(CCCCl)CCS,2.5
1880,C[CH-]C(C)[CH+]C,3.2
1881,CC(P)I,1.1
1882,C=NNNI,2.0
1883,C(CCl)P=O,-0.2
1884,COP(C)OC,0.0
1885,[13CH2]([13CH]([13CH2]Cl)O)O,-0.5
1886,CC[C@@H](CO)CI,1.8
1887,CCN(CC)C[CH]C,2.2
1888,CCOCSSC,1.2
1889,C1CCN(C1)N,-0.6
1890,CC(C)CS,1.8
1891,C(=NF)NF,0.4
1892,C1CNSCN1,-0.3
1893,[C](F)(Cl)Cl,2.0
1894,CC(N(C)C)Cl,1.4
1895,C(ONS)I,1.1
1896,COC(CCO)O,-0.8
1897,C(CF)NCCCl,0.7
1898,CNC(CN)NC,-1.4
1899,CSI(C)C,2.7
1900,CPOOPC,-0.1
1901,CCONOS,0.7
1902,C(OOO)(F)F,0.6
1903,C(=C/I)\NF,1.2
1904,CP(C)CC=C,0.6
1905,COCCNN,-1.1
1906,CCSSCC[NH3+],0.3
1907,[14CH3]I,1.5
1908,CN(C)P=O,-0.2
1909,CC(CCCCl)Br,2.7
1910,CCC(CCO)I,2.0
1911,CC[CH+]C[CH-]C,3.9
1912,CCCCC[19F],2.3
1913,C(O[O])(Br)(Br)Br,2.0
1914,CNOCCC[18F],0.5
1915,COCOC=O,0.1
1916,[2H]/C(=C\F)/[35Cl],1.2
1917,C1(=NSS1)N,0.2
1918,CCOPSO,0.3
1919,CC(C)CC=P,0.2
1920,CC[C@@H](CNN)N,-0.9
1921,C(OOO)Cl,0.3
1922,[CH2]CCC(N)N,-0.2
1923,[2H]C([2H])([2H])N(CCCN)C([2H])([2H])[2H],-0.3
1924,C(C[I-]F)I,3.0
1925,C[P+](=S)C,0.9
1926,CCCC(F)S,2.3
1927,[3H]NC(=S)N([3H])[3H],-0.8
1928,[3H]C([3H])(C)C(C)O[3H],0.6
1929,C(C=CP)P,-0.3
1930,CCSPC,0.7
1931,CC(C)SO,0.8
1932,[3H]P(P=NC)I,0.8
1933,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])N=O,0.5
1934,C[N-]PP,-0.4
1935,CCP(C)[O-],-0.3
1936,[2H]C(CC)(CCC)F,2.8
1937,CCCNC(O)O,-0.4
1938,C(C(CBr)Br)Cl,2.4
1939,CCCSC(Cl)Cl,3.2
1940,C/C=C\C[S-],1.4
1941,CONSC[I-]O,0.6
1942,[2H]OSC(CC)CC,1.8
1943,C(F)(F)I(F)F,2.9
1944,COOOOOS,0.7
1945,CCCC(C)I,3.4
1946,[3H]C(=S)P(O)O,-0.7
1947,CC[S+](CC)I,2.5
1948,[H][C@@]([2H])([C@@]([H])([2H])Br)Br,2.0
1949,C=NI,2.3
1950,C[C@H](COC)[NH3+],-0.4
1951,C[C@@H](COC)N,-0.4
1952,C1PP1P,-0.4
1953,C(=S)(F)[S-],1.4
1954,[2H]CC([2H])(C([2H])([2H])[2H])C([2H])([2H])C([2H])([2H])N([2H])[2H],1.0
1955,CCNCCPCC,0.2
1956,COOOOC,0.2
1957,COCCN[CH],-0.4
1958,C[C@H]([C@H](F)Br)Br,2.7
1959,CCC[S](CCC)S,3.2
1960,[2H][13CH](C(C([2H])([2H])O)O)O,-1.8
1961,C[C]=CCCO,0.9
1962,[CH]I,1.5
1963,C=CCOCN,-0.1
1964,CC(C)CS[CH2],2.2
1965,CC(CCOO)O,-0.3
1966,CSC(CCl)Cl,2.2
1967,CCSCC[NH3+],0.3
1968,C(OS)(F)F,1.5
1969,CCSCCPO,0.4
1970,COSOSOC,1.1
1971,C[CH]C(C)OO,0.9
1972,[2H]C(N(CO)CO)O,-1.5
1973,CCNCNI,0.2
1974,CSSSSC,1.8
1975,C=CSCO,0.8
1976,[CH]CCCCl,2.6
1977,[2H]C([2H])(C([2H])([2H])Br)O,0.2
1978,C[C@H](CCCl)NC,1.2
1979,CCCC(C)[CH2],3.2
1980,CC/C=C\CI,2.7
1981,CC(C(O)Br)Br,1.7
1982,C(O)OCF,-0.1
1983,CCC[C@H](C)CCl,3.0
1984,[2H]CN(CCCl)C([2H])([2H])[2H],0.3
1985,C(CO)N[S-],-0.4
1986,C(C[S]=O)F,0.8
1987,CC(C=S)Br,1.5
1988,CCC=[O+]CC,0.4
1989,CCI(C)SS,3.3
1990,CCC(C)NC[CH2],1.4
1991,[CH]1[CH][CH][C]([CH]1)S,1.8
1992,CC(C)(C)C[CH2],3.0
1993,CCCCCSCN,1.8
1994,COSBr,1.5
1995,COCCSS,0.8
1996,CC(O)OCI,0.7
1997,COCCSSC,0.8
1998,[2H]C1=CN=CC=N1,-0.2
1999,C(=[13CH]/[35Cl])\F,1.2
2000,[CH]CCCC[CH],3.9
2001,C(NPNI)OP,-0.4
